"CQ_ID","Material","Relation_path","Target_entities","Record_ID","Evidence_ID"
"CQ05","EMHS HxMoO3-loaded bone-targeting lipid nanoparticles","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={Mitochondrial homeostasis/mitophagy} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS1052","EV001698; EV001699; EV001700; EV001701"
"CQ06","BGSC-organoid (dCSEV hydrogel-based biomimetic gradient-structured cartilage organoid)","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: EVs from SOX9-overexpressing human BMSCs (SBEVs) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: droplet-microfluidic cell encapsulation | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Organoid/chip; Small Animal","MaterialComposition={EVs from SOX9-overexpressing human BMSCs (SBEVs)} | FabricationStrategy={droplet-microfluidic cell encapsulation} | ValidationStage={Organoid/chip; Small Animal}","FS0001","EV000001; EV000002; EV000006; EV000007"
"CQ06","DS@Lip-FA (folate-modified denosumab-loaded liposomes)","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: cholesterol | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: DSPE-PEG2000-FA post-insertion; serial extrusion; Thin-film hydration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={cholesterol} | FabricationStrategy={DSPE-PEG2000-FA post-insertion; serial extrusion; Thin-film hydration} | ValidationStage={Small Animal}","FS0007","EV000010; EV000011; EV000012; EV000013; EV000015"
"CQ06","MRRH@UB multilayer ROS-responsive hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: HA/PLL-Glu/TPA middle layer loaded with urolithin B; Inner PLL-Glu/TPA phenylboronate network | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: outer PLL/acrylamide/LAP photocuring at 405 nm; TPA and PLL-Glu synthesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={HA/PLL-Glu/TPA middle layer loaded with urolithin B; Inner PLL-Glu/TPA phenylboronate network} | FabricationStrategy={outer PLL/acrylamide/LAP photocuring at 405 nm; TPA and PLL-Glu synthesis} | ValidationStage={Small Animal}","FS0009","EV000016; EV000017; EV000018; EV000019; EV000024"
"CQ06","PAZ hydrogel containing CZpz-MOF artificial antioxidase","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: PVA/Alg-PBA hydrogel with dynamic PBA-diol bonds | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: incorporation into a PVA/Alg-PBA dynamically crosslinked hydrogel | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={PVA/Alg-PBA hydrogel with dynamic PBA-diol bonds} | FabricationStrategy={incorporation into a PVA/Alg-PBA dynamically crosslinked hydrogel} | ValidationStage={Small Animal}","FS0013","EV000028; EV000029; EV001716"
"CQ06","MPN/BMP@HA hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Mn2+-6-hydroxykaempferol MPN nanoparticles; Schiff-base HA-ADH/HA-ALD hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: BMP-2 electrostatic adsorption; HA-ADH and HA-ALD synthesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Mn2+-6-hydroxykaempferol MPN nanoparticles; Schiff-base HA-ADH/HA-ALD hydrogel} | FabricationStrategy={BMP-2 electrostatic adsorption; HA-ADH and HA-ALD synthesis} | ValidationStage={Small Animal}","FS0020","EV000037; EV000038; EV000040; EV000041; EV000044"
"CQ06","MSOH hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: PLGA microspheres containing miR-24 mimics; stem-cell organoids | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Self-assembly | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Organoid/chip; Small Animal","MaterialComposition={PLGA microspheres containing miR-24 mimics; stem-cell organoids} | FabricationStrategy={Self-assembly} | ValidationStage={Organoid/chip; Small Animal}","FS0022","EV000048; EV000049; EV000051; EV000056; EV000057"
"CQ06","MM@MS@ABT macrophage-membrane-coated magnetic nanospheres","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: ABT-263; Fe3O4 nanoparticles; macrophage membrane; PLGA | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={ABT-263; Fe3O4 nanoparticles; macrophage membrane; PLGA} | FabricationStrategy={Surface coating} | ValidationStage={Human-derived; Small Animal}","FS0033","EV000064; EV000065; EV000066; EV000067; EV000068; EV000073; EV000074"
"CQ06","CCM@CS-HG hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: C60(OH)n-based nanoparticles co-encapsulating Car; Carboxymethyl chitosan (CMCS); Oxidized sodium alginate (OSA) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Schiff-base/hydrazone crosslinking | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={C60(OH)n-based nanoparticles co-encapsulating Car; Carboxymethyl chitosan (CMCS); Oxidized sodium alginate (OSA)} | FabricationStrategy={Schiff-base/hydrazone crosslinking} | ValidationStage={Small Animal}","FS0036","EV000078; EV000079; EV000080; EV000082; EV001722"
"CQ06","PAA–EDA-grafted porous PEEK scaffold","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: poly(acrylic acid) (PAA) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: FDM 3D printing | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={poly(acrylic acid) (PAA)} | FabricationStrategy={FDM 3D printing} | ValidationStage={Small Animal}","FS0043","EV000106; EV000107; EV001727"
"CQ06","Lubricated hydrogel with STING-inhibiting EXOs","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: CAP-EXO-si-STING; HA-SH; HABP-PEG-COLBP peptide; HBPD | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Click-chemistry crosslinking; RAFT polymerization | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={CAP-EXO-si-STING; HA-SH; HABP-PEG-COLBP peptide; HBPD} | FabricationStrategy={Click-chemistry crosslinking; RAFT polymerization} | ValidationStage={Small Animal}","FS0044","EV000113; EV000114; EV000115; EV000116; EV000118; EV000119; EV000126"
"CQ06","Polyphenol-armored miR-140-5p nanogene-loaded bioadhesive hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: polyphenol-armored nanoparticle carrier | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Self-assembly; Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Ex vivo; Small Animal","MaterialComposition={polyphenol-armored nanoparticle carrier} | FabricationStrategy={Self-assembly; Surface coating} | ValidationStage={Ex vivo; Small Animal}","FS0056","EV000139; EV000141; EV000142; EV000146; EV001731"
"CQ06","DPMSC-loaded DAT–ALG hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: alginate; Decellularized adipose tissue; dental-pulp mesenchymal stem cells | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Decellularization and ECM processing | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={alginate; Decellularized adipose tissue; dental-pulp mesenchymal stem cells} | FabricationStrategy={Decellularization and ECM processing} | ValidationStage={Small Animal}","FS0058","EV000147; EV000148; EV000149; EV000150; EV000152"
"CQ06","TSH-Q quercetin-loaded temperature-sensitive hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Quercetin; temperature-sensitive hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Quercetin loading into a temperature-sensitive hydrogel at 4 °C | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Quercetin; temperature-sensitive hydrogel} | FabricationStrategy={Quercetin loading into a temperature-sensitive hydrogel at 4 °C} | ValidationStage={Small Animal}","FS0090","EV000213; EV000214; EV000216; EV000224"
"CQ06","Locally activated TGF-β3/MgSi immunoregulatory nanofiber patch","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: nanofiber patch; tannic acid; TGF-β3 | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Hydrothermal synthesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={nanofiber patch; tannic acid; TGF-β3} | FabricationStrategy={Hydrothermal synthesis} | ValidationStage={Small Animal}","FS0105","EV000247; EV000248; EV000249; EV000250; EV000256"
"CQ06","GM-Gel glycyrrhizic-acid-microsphere-loaded GEP/chitosan hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Gastrodia elata polysaccharide | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Emulsion fabrication | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Gastrodia elata polysaccharide} | FabricationStrategy={Emulsion fabrication} | ValidationStage={Small Animal}","FS0122","EV000303; EV000304; EV000310"
"CQ06","OGPQ/G-NZ quercetin–greigite nanozyme hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: gelatin; greigite nanozyme; Oxidized hyaluronic acid; PEGDA | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Photocrosslinking | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={gelatin; greigite nanozyme; Oxidized hyaluronic acid; PEGDA} | FabricationStrategy={Photocrosslinking} | ValidationStage={Small Animal}","FS0133","EV000330; EV000331; EV000332; EV000333; EV000335; EV000342"
"CQ06","Se/PRP-OGel hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: gelatin; platelet-rich plasma; selenium nanoparticles | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Schiff-base/hydrazone crosslinking | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={gelatin; platelet-rich plasma; selenium nanoparticles} | FabricationStrategy={Schiff-base/hydrazone crosslinking} | ValidationStage={Small Animal}","FS0148","EV000380; EV000381; EV000382; EV000383; EV000387"
"CQ06","BAI1-PSTB nanocomposite hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: alginate; BAI1-loaded mesoporous silica nanoparticles; borax; polyvinyl alcohol; tannic acid | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Mesoporous-silica loading followed by composite-hydrogel gelation | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={alginate; BAI1-loaded mesoporous silica nanoparticles; borax; polyvinyl alcohol; tannic acid} | FabricationStrategy={Mesoporous-silica loading followed by composite-hydrogel gelation} | ValidationStage={Human-derived; Small Animal}","FS0150","EV000388; EV000389; EV000390; EV000391; EV000392; EV000394; EV000398; EV001750"
"CQ06","senescent metabolism-modulating hierarchical scaffold","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: β-tricalcium phosphate (β-TCP)/MnTCP ceramic components | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: 3D printing/bioprinting | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={β-tricalcium phosphate (β-TCP)/MnTCP ceramic components} | FabricationStrategy={3D printing/bioprinting} | ValidationStage={Small Animal}","FS0151","EV000399; EV000400; EV000404"
"CQ06","Hydrogel-coated micro/nanostructured titanium implant","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: hydrogel coating; Titanium implant | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={hydrogel coating; Titanium implant} | FabricationStrategy={Surface coating} | ValidationStage={Small Animal}","FS0173","EV000436; EV000437; EV000438; EV000443"
"CQ06","(ZIF-8@CeO2)@GOx-loaded sprayable GelMA hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: GelMA hydrogel; glucose oxidase | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: ZIF-8/CeO2/GOx cascade-nanozyme assembly and GelMA encapsulation | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={GelMA hydrogel; glucose oxidase} | FabricationStrategy={ZIF-8/CeO2/GOx cascade-nanozyme assembly and GelMA encapsulation} | ValidationStage={Small Animal}","FS0186","EV000467; EV000468; EV000470; EV000475"
"CQ06","GG-5SS strontium-silicate hydrogel scaffold","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: hydrogel scaffold matrix; Strontium silicate | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Strontium-silicate incorporation and 3D printing | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Large Animal; Small Animal","MaterialComposition={hydrogel scaffold matrix; Strontium silicate} | FabricationStrategy={Strontium-silicate incorporation and 3D printing} | ValidationStage={Large Animal; Small Animal}","FS0188","EV000483; EV000484; EV000485; EV001858; EV001859"
"CQ06","FGF-4/IGF-1-loaded cationic thermosensitive polymer scaffold","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: FGF-4; IGF-1 | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={FGF-4; IGF-1} | FabricationStrategy={Surface coating} | ValidationStage={Small Animal}","FS0213","EV000530; EV000531; EV000534; EV000540"
"CQ06","Fisetin-functionalized photoresponsive DNA nanocage","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: fisetin; miR-29-targeting antisense oligonucleotide; Tetrahedral DNA nanocage | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Self-assembly | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={fisetin; miR-29-targeting antisense oligonucleotide; Tetrahedral DNA nanocage} | FabricationStrategy={Self-assembly} | ValidationStage={Human-derived; Small Animal}","FS0223","EV000555; EV000556; EV000557; EV000559; EV000564; EV001762"
"CQ06","GPQ pH-responsive anti-senescence hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: GPQ hydrogel; pH-responsive therapeutic cargo | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Photocrosslinking and therapeutic-cargo loading | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={GPQ hydrogel; pH-responsive therapeutic cargo} | FabricationStrategy={Photocrosslinking and therapeutic-cargo loading} | ValidationStage={Small Animal}","FS0232","EV000586; EV000587; EV000589; EV000594"
"CQ06","PCC1/PHCF-Gel senolytic hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: PHCF-Gel hydrogel network; Procyanidin C1 | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: PHCF-Gel preparation | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={PHCF-Gel hydrogel network; Procyanidin C1} | FabricationStrategy={PHCF-Gel preparation} | ValidationStage={Small Animal}","FS0247","EV000633; EV000634; EV000635; EV001766"
"CQ06","PtdSer-modified circRNA-LNP-engineered macrophages","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Phosphatidylserine-modified lipid nanoparticles | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Microfluidic fabrication | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Phosphatidylserine-modified lipid nanoparticles} | FabricationStrategy={Microfluidic fabrication} | ValidationStage={Small Animal}","FS0262","EV000666; EV000667; EV000672"
"CQ06","Orbital hybridization-mediated nanozymes","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: CuSn dual-atom-site nanozymes (CuSnDASNs); n-Butylphthalide (NBP) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={CuSn dual-atom-site nanozymes (CuSnDASNs); n-Butylphthalide (NBP)} | FabricationStrategy={Surface coating} | ValidationStage={Small Animal}","FS0283","EV000705; EV000706; EV000707; EV001771"
"CQ06","GelMA@ZIF-8/PGE microsphere–hydrogel platform","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: gelatin methacryloyl (GelMA); Poly(ethylene glycol) diacrylate (PEGDA); Zeolitic imidazolate framework-8 (ZIF-8) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Microfluidic fabrication; One-pot synthesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={gelatin methacryloyl (GelMA); Poly(ethylene glycol) diacrylate (PEGDA); Zeolitic imidazolate framework-8 (ZIF-8)} | FabricationStrategy={Microfluidic fabrication; One-pot synthesis} | ValidationStage={Small Animal}","FS0295","EV000724; EV000726; EV000727; EV000733; EV001845; EV001846"
"CQ06","LINE1-ASO-loaded selectin-binding-peptide-engineered extracellular vesicles","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: LINE1 antisense oligonucleotide; selectin-binding-peptide-engineered extracellular vesicles | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Electroporation loading of LINE1-targeting ASO into SBP-EVs | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={LINE1 antisense oligonucleotide; selectin-binding-peptide-engineered extracellular vesicles} | FabricationStrategy={Electroporation loading of LINE1-targeting ASO into SBP-EVs} | ValidationStage={Human-derived; Small Animal}","FS0303","EV000749; EV000750; EV000751; EV000756; EV001775"
"CQ06","rhCOL17-P334 conjugate","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: P334 peptide; Recombinant human collagen XVII fragment | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Photocrosslinking | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={P334 peptide; Recombinant human collagen XVII fragment} | FabricationStrategy={Photocrosslinking} | ValidationStage={Human-derived; Small Animal}","FS0310","EV000771; EV000772; EV000773; EV000777; EV001871"
"CQ06","Bioinspired Microgel Assembly of Liver-Derived Decellularized Extracellular Matrix","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: gelatin methacryloyl (GelMA); porcine liver-derived decellularized extracellular matrix (dECM) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Decellularization and ECM processing; Microfluidic fabrication | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={gelatin methacryloyl (GelMA); porcine liver-derived decellularized extracellular matrix (dECM)} | FabricationStrategy={Decellularization and ECM processing; Microfluidic fabrication} | ValidationStage={Human-derived; Small Animal}","FS0358","EV000889; EV000890; EV000891; EV000892; EV001787; EV001876"
"CQ06","α-Arbutin-crosslinked chitosan/gelatin film","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Chitosan; gelatin; α-arbutin | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Chitosan; gelatin; α-arbutin} | FabricationStrategy={Surface coating} | ValidationStage={Small Animal}","FS0384","EV000959; EV000960; EV000961; EV000962; EV000968"
"CQ06","Quercetin-loaded homogeneous PLGA microspheres","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: PLGA | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Microfluidic fabrication | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","MaterialComposition={PLGA} | FabricationStrategy={Microfluidic fabrication} | ValidationStage={Human-derived}","FS0394","EV001001; EV001003; EV001008"
"CQ06","Bamboo-inspired hierarchical bone-repair scaffold","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: mineralized collagen fiber bundles | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Decellularization and ECM processing | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={mineralized collagen fiber bundles} | FabricationStrategy={Decellularization and ECM processing} | ValidationStage={Small Animal}","FS0395","EV001009; EV001010; EV001014"
"CQ06","FMAG nanoplatform","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: boric acid-functionalized GelMA hydrogels; MnO₂ nanoenzymes | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Thin-film hydration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={boric acid-functionalized GelMA hydrogels; MnO₂ nanoenzymes} | FabricationStrategy={Thin-film hydration} | ValidationStage={Small Animal}","FS0399","EV001021; EV001022; EV001024; EV001029"
"CQ06","Self-healing hydrogels loaded with Spatholobi Caulis","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Oxidized starch (OST); Quaternized chitosan (QCS) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Schiff-base/hydrazone crosslinking | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Oxidized starch (OST); Quaternized chitosan (QCS)} | FabricationStrategy={Schiff-base/hydrazone crosslinking} | ValidationStage={Small Animal}","FS0428","EV001083; EV001084; EV001086; EV001801"
"CQ06","TA-PFC/PCK fiber scaffold","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: α-Ketoglutarate (αKG) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived; Small Animal","MaterialComposition={α-Ketoglutarate (αKG)} | FabricationStrategy={Surface coating} | ValidationStage={Human-derived; Small Animal}","FS0439","EV001120; EV001121; EV001128; EV001802"
"CQ06","MG@IFN-γ-ECM cartilage-anchoring microgels","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Aldehyde- and methacrylate-modified hyaluronic acid (AHAMA) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Decellularization and ECM processing; Microfluidic fabrication; Photocrosslinking | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Ex vivo; Small Animal","MaterialComposition={Aldehyde- and methacrylate-modified hyaluronic acid (AHAMA)} | FabricationStrategy={Decellularization and ECM processing; Microfluidic fabrication; Photocrosslinking} | ValidationStage={Ex vivo; Small Animal}","FS0459","EV001169; EV001172; EV001173; EV001174; EV001179; EV001806"
"CQ06","LT-NPs nanoplatform","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: DSPE-PEG2000; DSPE-TK-PEG2000; TPA-TCNQ-loaded nanoparticles | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Co-assembly of cargo with DSPE-TK-PEG2000 and DSPE-PEG2000 into nanomicelles | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={DSPE-PEG2000; DSPE-TK-PEG2000; TPA-TCNQ-loaded nanoparticles} | FabricationStrategy={Co-assembly of cargo with DSPE-TK-PEG2000 and DSPE-PEG2000 into nanomicelles} | ValidationStage={Small Animal}","FS0462","EV001186; EV001187; EV001188; EV001191; EV001198"
"CQ06","Quaternized-chitosan injectable self-healing hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Quaternized chitosan hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: One-pot synthesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Quaternized chitosan hydrogel} | FabricationStrategy={One-pot synthesis} | ValidationStage={Small Animal}","FS0469","EV001204; EV001205; EV001808"
"CQ06","Tannic-acid-loaded calcium-alginate/silk-fibroin-peptide/Bletilla-polysaccharide microspheres","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Bletilla striata polysaccharide; Calcium alginate; silk-fibroin peptide; tannic acid | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Emulsion fabrication | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Bletilla striata polysaccharide; Calcium alginate; silk-fibroin peptide; tannic acid} | FabricationStrategy={Emulsion fabrication} | ValidationStage={Small Animal}","FS0507","EV001278; EV001279; EV001280; EV001281; EV001283; EV001289"
"CQ06","Metformin-loaded HA/gelatin electrospun nanofibers","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: gelatin; Hyaluronic acid; metformin | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Electrospinning | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","MaterialComposition={gelatin; Hyaluronic acid; metformin} | FabricationStrategy={Electrospinning} | ValidationStage={Human-derived}","FS0526","EV001306; EV001307; EV001308; EV001310; EV001313"
"CQ06","Lycium barbarum-derived carbon dots","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Lycium barbarum polysaccharide | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Hydrothermal synthesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Lycium barbarum polysaccharide} | FabricationStrategy={Hydrothermal synthesis} | ValidationStage={Small Animal}","FS0624","EV001392; EV001393; EV001397"
"CQ06","Baghdadite Ceramics","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: approximately 40% HA | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: 3D printing/bioprinting | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={approximately 40% HA} | FabricationStrategy={3D printing/bioprinting} | ValidationStage={Small Animal}","FS0642","EV001407; EV001408; EV001413"
"CQ06","Recombinant-Yap1-loaded platelet-derived exosomes","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: recombinant YAP1 | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: 3D printing/bioprinting | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={recombinant YAP1} | FabricationStrategy={3D printing/bioprinting} | ValidationStage={Small Animal}","FS0651","EV001423; EV001425; EV001431"
"CQ06","Quercetin/HA-loaded TG-18 hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Glycerol monostearate (TG-18); Quercetin | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Self-assembly | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Glycerol monostearate (TG-18); Quercetin} | FabricationStrategy={Self-assembly} | ValidationStage={Small Animal}","FS0657","EV001436; EV001437; EV001440; EV001446"
"CQ06","QCS-OST@Exos self-healing hydrogel","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: oxidized starch | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Schiff-base/hydrazone crosslinking | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={oxidized starch} | FabricationStrategy={Schiff-base/hydrazone crosslinking} | ValidationStage={Small Animal}","FS0704","EV001469; EV001470; EV001476"
"CQ06","Gelatin-microcarrier-based MSC microtissues","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Gelatin microcarriers | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: 3D printing/bioprinting; Self-assembly | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","MaterialComposition={Gelatin microcarriers} | FabricationStrategy={3D printing/bioprinting; Self-assembly} | ValidationStage={Small Animal}","FS0738","EV001505; EV001506; EV001507; EV001513"
